0.00000	0
0.00333333	0.6662609260801116
0.00666667	1.3314679621908974
0.0100000	1.9952582396371432
0.0133333	2.6572700403302596
0.0166667	3.317142993506991
0.0200000	3.9745182715074323
0.0233333	4.62903878450618
0.0266667	5.28034937409117
0.0300000	5.928097005585496
0.0333333	6.571930959008251
0.0366667	7.211503018571321
0.0400000	7.846467660610033
0.0433333	8.476482239846323
0.0466667	9.101207173884372
0.0500000	9.72030612583952
0.0533333	10.333446185002476
0.0566667	10.94029804544201
0.0600000	11.540536182450584
0.0633333	12.133839026738512
0.0666667	12.719889136283799
0.0700000	13.298373365745945
0.0733333	13.868983033353638
0.0766667	14.431414085177536
0.0800000	14.985367256701071
0.0833333	15.53054823160359
0.0866667	16.06666779767189
0.0900000	16.593441999757772
0.0933333	17.110592289701025
0.0966667	17.617845673138905
0.100000	18.11493485312505
0.103333	18.60159837048254
0.106667	19.077580740817645
0.110000	19.542632588122824
0.113333	19.996510774899363
0.116667	20.43897852873204
0.120000	20.86980556525027
0.123333	21.288768207412247
0.126667	21.69564950105038
0.130000	22.09023932661907
0.133333	22.472334507087226
0.136667	22.841738911920718
0.140000	23.198263557101853
0.143333	23.541726701135197
0.146667	23.87195393699145
0.150000	24.18877827994325
0.153333	24.49204025124903
0.156667	24.78158795764354
0.160000	25.05727716659582
0.163333	25.31897137729782
0.166667	25.566541887349274
0.170000	25.7998678551068
0.173333	26.01883635766755
0.176667	26.223342444460247
0.180000	26.413289186418865
0.183333	26.588587720716465
0.186667	26.749157291039523
0.190000	26.89492528338514
0.193333	27.025827257366338
0.196667	27.141806973012752
0.200000	27.24281641305701
0.203333	27.328815800698983
0.206667	27.399773612843013
0.210000	27.45566658880562
0.213333	27.49647973449346
0.216667	27.522206322053982
0.220000	27.532847885003793
0.223333	27.528414208841838
0.226667	27.50892331715743
0.230000	27.474401453245235
0.233333	27.424883057242
0.236667	27.360410738802138
0.240000	27.281035245331754
0.243333	27.186815425803058
0.246667	27.07781819017356
0.250000	26.954118464436817
0.253333	26.81579914133377
0.256667	26.662951026756225
0.260000	26.49567278187621
0.263333	26.31407086103726
0.266667	26.118259445446057
0.270000	25.908360372705072
0.273333	25.68450306222892
0.276667	25.446824436589687
0.280000	25.195468838838373
0.283333	24.9305879458518
0.286667	24.652340677756648
0.290000	24.360893103484152
0.293333	24.05641834251105
0.296667	23.739096462844714
0.300000	23.409114375312
0.303333	23.06666572421342
0.306667	22.711950774406457
0.310000	22.345176294883263
0.313333	21.966555438910234
0.316667	21.576307620798502
0.320000	21.174658389376198
0.323333	20.76183929823539
0.326667	20.33808777282767
0.330000	19.903646974484698
0.333333	19.45876566144094
0.336667	19.003698046938087
0.340000	18.538703654491655
0.343333	18.064047170401736
0.346667	17.5799982935918
0.350000	17.086831582860125
0.353333	16.584826301630294
0.356667	16.07426626028831
0.360000	15.555439656194968
0.363333	15.02863891146345
0.366667	14.49416050859339
0.370000	13.952304824053238
0.373333	13.403375959904412
0.376667	12.847681573561218
0.380000	12.285532705781531
0.383333	11.717243606984555
0.386667	11.143131561991899
0.390000	10.563516713289893
0.393333	9.978721882911197
0.396667	9.389072393034613
0.400000	8.794895885402681
0.403333	8.196522139656832
0.406667	7.594282890690943
0.410000	6.988511645124014
0.413333	6.379543496993301
0.416667	5.7677149427697
0.420000	5.153363695797209
0.423333	4.536828500258457
0.426667	3.918448944768879
0.430000	3.298565275701627
0.433333	2.6775182103457267
0.436667	2.0556487500000413
0.440000	1.4332979931049825
0.443333	0.8108069485147166
0.446667	0.18851634901134853
0.450000	-0.433233534836834
0.453333	-1.0541030803715261
0.456667	-1.673753497994117
0.460000	-2.29184701566785
0.463333	-2.908047062672528
0.466667	-3.5220184525116345
0.470000	-4.1334275648729655
0.473333	-4.741942526544063
0.476667	-5.34723339118452
0.480000	-5.948972317858001
0.483333	-6.5468337482277175
0.486667	-7.1404945823195165
0.490000	-7.72963435275815
0.493333	-8.31393539738291
0.496667	-8.89308303014967
0.500000	-9.466765710228
0.503333	-10.034675209202195
0.506667	-10.596506776287162
0.510000	-11.151959301470551
0.513333	-11.7007354764941
0.516667	-12.24254195358838
0.520000	-12.777089501876144
0.523333	-13.304093161361845
0.526667	-13.82327239442445
0.530000	-14.334351234734442
0.533333	-14.837058433515164
0.536667	-15.331127603071977
0.540000	-15.816297357513175
0.543333	-16.29231145058853
0.546667	-16.758918910573186
0.550000	-17.215874172126266
0.553333	-17.662937205054728
0.556667	-18.099873639915742
0.560000	-18.526454890391854
0.563333	-18.942458272375294
0.566667	-19.347667119699793
0.570000	-19.741870896460178
0.573333	-20.12486530586138
0.576667	-20.496452395541354
0.580000	-20.856440659313844
0.583333	-21.20464513527863
0.586667	-21.540887500249973
0.590000	-21.8649961604549
0.593333	-22.176806338455737
0.596667	-22.47616015625334
0.600000	-22.7629067145293
0.603333	-23.036902167987954
0.606667	-23.298009796760816
0.610000	-23.54610007383871
0.613333	-23.781050728498517
0.616667	-24.00274680569416
0.620000	-24.211080721383464
0.623333	-24.405952313764878
0.626667	-24.58726889040015
0.630000	-24.754945271201404
0.633333	-24.908903827263664
0.636667	-25.049074515525536
0.640000	-25.175394909243444
0.643333	-25.287810224267417
0.646667	-25.386273341107945
0.650000	-25.47074482278644
0.653333	-25.541192928463865
0.656667	-25.597593622844435
0.660000	-25.63993058135357
0.663333	-25.668195191091655
0.666667	-25.682386547567546
0.670000	-25.68251144721784
0.673333	-25.668584375720435
0.676667	-25.640627492113147
0.680000	-25.59867060873035
0.683333	-25.542751166973012
0.686667	-25.472914208929588
